departure,arrival,airplane_number,,,,letter,航线,,,,航班,航线,机场
TAO,SHA,MU5518,,TAOSHA,,MF8528,HFEXMN,,,,MF8528,HFEXMN,合肥新桥国际机场-厦门高崎国际机场
TAO,SHA,MU5520,,TAOSHA,,JR5597,HFEXMN,,,,JR5597,HFEXMN,合肥新桥国际机场-厦门高崎国际机场
TAO,SHA,MU5524,,TAOSHA,,MU8546,HFEXMN,,,,MU8546,HFEXMN,合肥新桥国际机场-厦门高崎国际机场
TAO,SHA,MU5530,,TAOSHA,,MU4108,HFEXMN,,,,MU4108,HFEXMN,合肥新桥国际机场-厦门高崎国际机场
TAO,SHA,MU5556,,TAOSHA,,MF1638,HFEXMN,,,,MF1638,HFEXMN,合肥新桥国际机场-厦门高崎国际机场
TAO,SHA,MU5578,,TAOSHA,,CZ5426,HFEXMN,,,,CZ5426,HFEXMN,合肥新桥国际机场-厦门高崎国际机场
TAO,SHA,MU9200,,TAOSHA,,CZ5126,HFEXMN,,,,CZ5126,HFEXMN,合肥新桥国际机场-厦门高崎国际机场
TAO,SHA,SC4661,,TAOSHA,,MU5170,HFEXMN,,,,MU5170,HFEXMN,合肥新桥国际机场-厦门高崎国际机场
TAO,SHA,SC4663,,TAOSHA,,SC8778,HFEXMN,,,,SC8778,HFEXMN,合肥新桥国际机场-厦门高崎国际机场
TAO,SHA,SC4665,,TAOSHA,,NS8176,HFEXMN,,,,NS8176,HFEXMN,合肥新桥国际机场-厦门高崎国际机场
TAO,SHA,SC4667,,TAOSHA,,SC4816,HFEXMN,,,,SC4816,HFEXMN,合肥新桥国际机场-厦门高崎国际机场
TAO,SHA,SC4669,,TAOSHA,,MU5597,HFEXMN,,,,MU5597,HFEXMN,合肥新桥国际机场-厦门高崎国际机场
TAO,SHA,SC4673,,TAOSHA,,NS8528,HFEXMN,,,,NS8528,HFEXMN,合肥新桥国际机场-厦门高崎国际机场
TAO,SHA,SC4687,,TAOSHA,,CA8778,HFEXMN,,,,CA8778,HFEXMN,合肥新桥国际机场-厦门高崎国际机场
TAO,SHA,SC8743,,TAOSHA,,JD5325,HFEXMN,,,,JD5325,HFEXMN,合肥新桥国际机场-厦门高崎国际机场
TAO,SHA,SC8745,,TAOSHA,,HU7295,HFEXMN,,,,HU7295,HFEXMN,合肥新桥国际机场-厦门高崎国际机场
TAO,SHE,BK2769,,TAOSHE,,CZ3838,HFEXMN,,,,CZ3838,HFEXMN,合肥新桥国际机场-厦门高崎国际机场
TAO,SHE,CZ3601,,TAOSHE,,CA4816,HFEXMN,,,,CA4816,HFEXMN,合肥新桥国际机场-厦门高崎国际机场
TAO,SHE,CZ3983,,TAOSHE,,SC3013,KMGDLC,,,,SC3013,KMGDLC,昆明长水国际机场-大连周水子国际机场
TAO,SHE,CZ6240,,TAOSHE,,DR6559,KMGDLC,,,,DR6559,KMGDLC,昆明长水国际机场-大连周水子国际机场
TAO,SHE,CZ6312,,TAOSHE,,G52628,KMGDLC,,,,G52628,KMGDLC,昆明长水国际机场-大连周水子国际机场
TAO,SHE,MF8029,,TAOSHE,,CA8930,KMGDLC,,,,CA8930,KMGDLC,昆明长水国际机场-大连周水子国际机场
TAO,SHE,MU5481,,TAOSHE,,ZH3191,KMGDLC,,,,ZH3191,KMGDLC,昆明长水国际机场-大连周水子国际机场
TAO,SHE,QW9779,,TAOSHE,,G56515,KMGDLC,,,,G56515,KMGDLC,昆明长水国际机场-大连周水子国际机场
TAO,SHE,SC4715,,TAOSHE,,CZ5598,KMGDLC,,,,CZ5598,KMGDLC,昆明长水国际机场-大连周水子国际机场
TAO,SJW,NS3292,,TAOSJW,,CZ9566,KMGDLC,,,,CZ9566,KMGDLC,昆明长水国际机场-大连周水子国际机场
TAO,SQD,SC4729,,TAOSQD,,3U8967,KMGDLC,,,,3U8967,KMGDLC,昆明长水国际机场-大连周水子国际机场
TAO,SWA,MU5537,,TAOSWA,,G54236,KMGDLC,,,,G54236,KMGDLC,昆明长水国际机场-大连周水子国际机场
TAO,SWA,MU9927,,TAOSWA,,CA5791,KMGDLC,,,,CA5791,KMGDLC,昆明长水国际机场-大连周水子国际机场
TAO,SWA,SC8853,,TAOSWA,,SC8930,KMGDLC,,,,SC8930,KMGDLC,昆明长水国际机场-大连周水子国际机场
TAO,SYX,HO1051,,TAOSYX,,KY8291,KMGDLC,,,,KY8291,KMGDLC,昆明长水国际机场-大连周水子国际机场
TAO,SZX,CZ3964,,TAOSZX,,G55113,KMGDLC,,,,G55113,KMGDLC,昆明长水国际机场-大连周水子国际机场
TAO,SZX,CZ6311,,TAOSZX,,ZH4954,KMGDLC,,,,ZH4954,KMGDLC,昆明长水国际机场-大连周水子国际机场
TAO,SZX,CZ6357,,TAOSZX,,8L9891,KMGDLC,,,,8L9891,KMGDLC,昆明长水国际机场-大连周水子国际机场
TAO,SZX,MU5243,,TAOSZX,,MF4050,KMGDLC,,,,MF4050,KMGDLC,昆明长水国际机场-大连周水子国际机场
TAO,SZX,SC4681,,TAOSZX,,MF4052,KMGDLC,,,,MF4052,KMGDLC,昆明长水国际机场-大连周水子国际机场
TAO,SZX,SC4729,,TAOSZX,,MU5765,KMGDLC,,,,MU5765,KMGDLC,昆明长水国际机场-大连周水子国际机场
TAO,SZX,SC9916,,TAOSZX,,MU5799,KMGDLC,,,,MU5799,KMGDLC,昆明长水国际机场-大连周水子国际机场
TAO,SZX,ZH9745,,TAOSZX,,CZ6426,KMGDLC,,,,CZ6426,KMGDLC,昆明长水国际机场-大连周水子国际机场
TAO,SZX,ZH9912,,TAOSZX,,CZ6428,KMGDLC,,,,CZ6428,KMGDLC,昆明长水国际机场-大连周水子国际机场
TAO,SZX,ZH9914,,TAOSZX,,SC2628,KMGDLC,,,,SC2628,KMGDLC,昆明长水国际机场-大连周水子国际机场
TAO,SZX,ZH9916,,TAOSZX,,HU7076,KWEHAK,,,,HU7076,KWEHAK,贵阳龙洞堡国际机场-海口美兰国际机场
TAO,TSN,GS7816,,TAOTSN,,JD5639,KWEHAK,,,,JD5639,KWEHAK,贵阳龙洞堡国际机场-海口美兰国际机场
TAO,TSN,SC4717,,TAOTSN,,CA8722,KWEHAK,,,,CA8722,KWEHAK,贵阳龙洞堡国际机场-海口美兰国际机场
TAO,TXN,QW9889,,TAOTXN,,G5260O,KWEHAK,,,,G5260O,KWEHAK,贵阳龙洞堡国际机场-海口美兰国际机场
TAO,TYN,HU7844,,TAOTYN,,CZ5917,KWEHAK,,,,CZ5917,KWEHAK,贵阳龙洞堡国际机场-海口美兰国际机场
TAO,TYN,MU5507,,TAOTYN,,G52869,KWEHAK,,,,G52869,KWEHAK,贵阳龙洞堡国际机场-海口美兰国际机场
TAO,TYN,SC4611,,TAOTYN,,G58722,KWEHAK,,,,G58722,KWEHAK,贵阳龙洞堡国际机场-海口美兰国际机场
TAO,TYN,SC8441,,TAOTYN,,CA5881,KWEHAK,,,,CA5881,KWEHAK,贵阳龙洞堡国际机场-海口美兰国际机场
TAO,URC,CZ8666,,TAOURC,,SC8722,KWEHAK,,,,SC8722,KWEHAK,贵阳龙洞堡国际机场-海口美兰国际机场
TAO,URC,HU7844,,TAOURC,,SC2869,KWEHAK,,,,SC2869,KWEHAK,贵阳龙洞堡国际机场-海口美兰国际机场
TAO,URC,QW9799,,TAOURC,,MF1414,AQGCAN,,,,MF1414,AQGCAN,安庆天柱山机场-广州白云国际机场
TAO,URC,SC4611,,TAOURC,,CZ3586,AQGCAN,,,,CZ3586,AQGCAN,安庆天柱山机场-广州白云国际机场
TAO,URC,SC8826,,TAOURC,,MU3309,AQGCAN,,,,MU3309,AQGCAN,安庆天柱山机场-广州白云国际机场
TAO,WNZ,GS7815,,TAOWNZ,,CA1795,CGOZHA,,,,CA1795,CGOZHA,郑州新郑国际机场-湛江机场
TAO,WNZ,MU5379,,TAOWNZ,,ZH1795,CGOZHA,,,,ZH1795,CGOZHA,郑州新郑国际机场-湛江机场
TAO,WNZ,SC4679,,TAOWNZ,,CZ5322,KOWFOC,,,,CZ5322,KOWFOC,赣州黄金机场-福州长乐国际机场
TAO,WUH,8L9870,,TAOWUH,,MF8420,KOWFOC,,,,MF8420,KOWFOC,赣州黄金机场-福州长乐国际机场
TAO,WUH,CA8238,,TAOWUH,,NS8420,KOWFOC,,,,NS8420,KOWFOC,赣州黄金机场-福州长乐国际机场
TAO,WUH,CZ3632,,TAOWUH,,CZ3584,TYNKHN,,,,CZ3584,TYNKHN,太原武宿国际机场-南昌昌北国际机场
TAO,WUH,CZ3670,,TAOWUH,,MF1412,TYNKHN,,,,MF1412,TYNKHN,太原武宿国际机场-南昌昌北国际机场
TAO,WUH,HU7660,,TAOWUH,,CZ6998,SHAKHG,,,,CZ6998,SHAKHG,上海虹桥国际机场-喀什机场
TAO,WUH,MU2518,,TAOWUH,,CZ9650,SHAKHG,,,,CZ9650,SHAKHG,上海虹桥国际机场-喀什机场
TAO,WUH,MU5479,,TAOWUH,,MU5633,SHAKHG,,,,MU5633,SHAKHG,上海虹桥国际机场-喀什机场
TAO,WUH,SC8709,,TAOWUH,,MF4512,SHAKHG,,,,MF4512,SHAKHG,上海虹桥国际机场-喀什机场
TAO,WUH,SC8733,,TAOWUH,,CA3318,SZXCTU,,,,CA3318,SZXCTU,深圳宝安国际机场-成都双流国际机场
TAO,WUX,HO1051,,TAOWUX,,CA3316,SZXCTU,,,,CA3316,SZXCTU,深圳宝安国际机场-成都双流国际机场
TAO,WUX,MU2702,,TAOWUX,,CA3314,SZXCTU,,,,CA3314,SZXCTU,深圳宝安国际机场-成都双流国际机场
TAO,WXN,TV9862,,TAOWXN,,CZ3457,SZXCTU,,,,CZ3457,SZXCTU,深圳宝安国际机场-成都双流国际机场
TAO,XFN,GT1078,,TAOXFN,,CZ3453,SZXCTU,,,,CZ3453,SZXCTU,深圳宝安国际机场-成都双流国际机场
TAO,XFN,GX8874,,TAOXFN,,CZ3433,SZXCTU,,,,CZ3433,SZXCTU,深圳宝安国际机场-成都双流国际机场
TAO,XIY,3U8540,,TAOXIY,,CA4330,SZXCTU,,,,CA4330,SZXCTU,深圳宝安国际机场-成都双流国际机场
TAO,XIY,HU7578,,TAOXIY,,CA4338,SZXCTU,,,,CA4338,SZXCTU,深圳宝安国际机场-成都双流国际机场
TAO,XIY,MU2060,,TAOXIY,,CA4314,SZXCTU,,,,CA4314,SZXCTU,深圳宝安国际机场-成都双流国际机场
TAO,XIY,MU2734,,TAOXIY,,CA4312,SZXCTU,,,,CA4312,SZXCTU,深圳宝安国际机场-成都双流国际机场
TAO,XIY,MU5221,,TAOXIY,,CA4326,SZXCTU,,,,CA4326,SZXCTU,深圳宝安国际机场-成都双流国际机场
TAO,XIY,SC4697,,TAOXIY,,CA4390,SZXCTU,,,,CA4390,SZXCTU,深圳宝安国际机场-成都双流国际机场
TAO,XIY,SC4733,,TAOXIY,,CA4384,SZXCTU,,,,CA4384,SZXCTU,深圳宝安国际机场-成都双流国际机场
TAO,XIY,SC8815,,TAOXIY,,ZH4314,SZXCTU,,,,ZH4314,SZXCTU,深圳宝安国际机场-成都双流国际机场
TAO,XIY,SC8819,,TAOXIY,,ZH4312,SZXCTU,,,,ZH4312,SZXCTU,深圳宝安国际机场-成都双流国际机场
TAO,XMN,CZ6259,,TAOXMN,,ZH4338,SZXCTU,,,,ZH4338,SZXCTU,深圳宝安国际机场-成都双流国际机场
TAO,XMN,MF8050,,TAOXMN,,ZH4330,SZXCTU,,,,ZH4330,SZXCTU,深圳宝安国际机场-成都双流国际机场
TAO,XMN,MF8528,,TAOXMN,,ZH4390,SZXCTU,,,,ZH4390,SZXCTU,深圳宝安国际机场-成都双流国际机场
TAO,XMN,MF8556,,TAOXMN,,MF1293,SZXCTU,,,,MF1293,SZXCTU,深圳宝安国际机场-成都双流国际机场
TAO,XMN,MF858,,TAOXMN,,MF1297,SZXCTU,,,,MF1297,SZXCTU,深圳宝安国际机场-成都双流国际机场
TAO,XMN,SC4956,,TAOXMN,,ZH4384,SZXCTU,,,,ZH4384,SZXCTU,深圳宝安国际机场-成都双流国际机场
TAO,XMN,SC4968,,TAOXMN,,MF1275,SZXCTU,,,,MF1275,SZXCTU,深圳宝安国际机场-成都双流国际机场
TAO,XMN,SC8749,,TAOXMN,,SC4314,SZXCTU,,,,SC4314,SZXCTU,深圳宝安国际机场-成都双流国际机场
TAO,XNN,SC4697,,TAOXNN,,SC4312,SZXCTU,,,,SC4312,SZXCTU,深圳宝安国际机场-成都双流国际机场
TAO,YBP,MU5870,,TAOYBP,,SC4390,SZXCTU,,,,SC4390,SZXCTU,深圳宝安国际机场-成都双流国际机场
TAO,YCU,SC8789,,TAOYCU,,SC4384,SZXCTU,,,,SC4384,SZXCTU,深圳宝安国际机场-成都双流国际机场
TAO,YIH,MU2433,,TAOYIH,,SC4330,SZXCTU,,,,SC4330,SZXCTU,深圳宝安国际机场-成都双流国际机场
TAO,YNJ,MU5671,,TAOYNJ,,SC4338,SZXCTU,,,,SC4338,SZXCTU,深圳宝安国际机场-成都双流国际机场
TAO,YNJ,SC4641,,TAOYNJ,,3U3027,SZXCTU,,,,3U3027,SZXCTU,深圳宝安国际机场-成都双流国际机场
TAO,YSQ,HO1289,,TAOYSQ,,3U3025,SZXCTU,,,,3U3025,SZXCTU,深圳宝安国际机场-成都双流国际机场
TAO,ZUH,SC4909,,TAOZUH,,3U3023,SZXCTU,,,,3U3023,SZXCTU,深圳宝安国际机场-成都双流国际机场
TAO,ZUH,SC8841,,TAOZUH,,ZH9004,SZXCTU,,,,ZH9004,SZXCTU,深圳宝安国际机场-成都双流国际机场
TAO,ZYI,QW9865,,TAOZYI,,ZH9070,SZXCTU,,,,ZH9070,SZXCTU,深圳宝安国际机场-成都双流国际机场
TCG,KRL,G54350,,TCGKRL,,TV6734,SZXCTU,,,,TV6734,SZXCTU,深圳宝安国际机场-成都双流国际机场
TCG,URC,CZ6706,,TCGURC,,TV6732,SZXCTU,,,,TV6732,SZXCTU,深圳宝安国际机场-成都双流国际机场
TCG,URC,CZ6858,,TCGURC,,TV6738,SZXCTU,,,,TV6738,SZXCTU,深圳宝安国际机场-成都双流国际机场
TCG,URC,GS7572,,TCGURC,,TV6736,SZXCTU,,,,TV6736,SZXCTU,深圳宝安国际机场-成都双流国际机场
TCG,URC,GS7574,,TCGURC,,TV6740,SZXCTU,,,,TV6740,SZXCTU,深圳宝安国际机场-成都双流国际机场
TCG,YIN,CZ6705,,TCGYIN,,EU2218,SZXCTU,,,,EU2218,SZXCTU,深圳宝安国际机场-成都双流国际机场
TCZ,CAN,ZH9452,,TCZCAN,,EU2202,SZXCTU,,,,EU2202,SZXCTU,深圳宝安国际机场-成都双流国际机场
TCZ,CGO,CZ8538,,TCZCGO,,CA3932,SZXCTU,,,,CA3932,SZXCTU,深圳宝安国际机场-成都双流国际机场
TCZ,CGO,KY8339,,TCZCGO,,ZH9923,SZXCTU,,,,ZH9923,SZXCTU,深圳宝安国际机场-成都双流国际机场
TCZ,CKG,CZ8170,,TCZCKG,,MU5320,SZXCTU,,,,MU5320,SZXCTU,深圳宝安国际机场-成都双流国际机场
TCZ,CKG,CZ8538,,TCZCKG,,MU9632,SZXCTU,,,,MU9632,SZXCTU,深圳宝安国际机场-成都双流国际机场
TCZ,CTU,MU9747,,TCZCTU,,ZH3932,SZXCTU,,,,ZH3932,SZXCTU,深圳宝安国际机场-成都双流国际机场
TCZ,KMG,8L9858,,TCZKMG,,ZH9407,SZXCTU,,,,ZH9407,SZXCTU,深圳宝安国际机场-成都双流国际机场
TCZ,KMG,8L9934,,TCZKMG,,ZH9405,SZXCTU,,,,ZH9405,SZXCTU,深圳宝安国际机场-成都双流国际机场
TCZ,KMG,KY8214,,TCZKMG,,ZH9403,SZXCTU,,,,ZH9403,SZXCTU,深圳宝安国际机场-成都双流国际机场
TCZ,KMG,KY8288,,TCZKMG,,ZH9401,SZXCTU,,,,ZH9401,SZXCTU,深圳宝安国际机场-成都双流国际机场
TCZ,KMG,KY8338,,TCZKMG,,3U8478,SZXCTU,,,,3U8478,SZXCTU,深圳宝安国际机场-成都双流国际机场
TCZ,KMG,KY8339,,TCZKMG,,TV9832,SZXCTU,,,,TV9832,SZXCTU,深圳宝安国际机场-成都双流国际机场
TCZ,KMG,MU5709,,TCZKMG,,3U8706,SZXCTU,,,,3U8706,SZXCTU,深圳宝安国际机场-成都双流国际机场
TCZ,KMG,MU5809,,TCZKMG,,3U8704,SZXCTU,,,,3U8704,SZXCTU,深圳宝安国际机场-成都双流国际机场
TCZ,KMG,MU5952,,TCZKMG,,3U8702,SZXCTU,,,,3U8702,SZXCTU,深圳宝安国际机场-成都双流国际机场
TCZ,KMG,MU5954,,TCZKMG,,3U8798,SZXCTU,,,,3U8798,SZXCTU,深圳宝安国际机场-成都双流国际机场
TCZ,KMG,ZH9452,,TCZKMG,,CZ9934,SZXCTU,,,,CZ9934,SZXCTU,深圳宝安国际机场-成都双流国际机场
TCZ,NKG,KY8257,,TCZNKG,,CZ9932,SZXCTU,,,,CZ9932,SZXCTU,深圳宝安国际机场-成都双流国际机场
TCZ,SHA,MU5809,,TCZSHA,,CZ9936,SZXCTU,,,,CZ9936,SZXCTU,深圳宝安国际机场-成都双流国际机场
TCZ,SZX,ZH9948,,TCZSZX,,HU7751,SZXCTU,,,,HU7751,SZXCTU,深圳宝安国际机场-成都双流国际机场
TCZ,XIY,KY8311,,TCZXIY,,HU7741,SZXCTU,,,,HU7741,SZXCTU,深圳宝安国际机场-成都双流国际机场
TEN,CAN,CZ3922,,TENCAN,,SC4847,XMNYNT,,,,SC4847,XMNYNT,厦门高崎国际机场-烟台蓬莱国际机场
TEN,CAN,HU7526,,TENCAN,,CA4847,XMNYNT,,,,CA4847,XMNYNT,厦门高崎国际机场-烟台蓬莱国际机场
TEN,CGO,G52641,,TENCGO,,MF1671,YIWSZX,,,,MF1671,YIWSZX,义乌机场-深圳宝安国际机场
TEN,CSX,JR1632,,TENCSX,,CZ3875,YIWSZX,,,,CZ3875,YIWSZX,义乌机场-深圳宝安国际机场
TEN,CTU,TV9902,,TENCTU,,KY9105,CANXNN,,,,KY9105,CANXNN,广州白云国际机场-西宁曹家堡机场
TEN,FOC,TV9901,,TENFOC,,MF1127,CANXNN,,,,MF1127,CANXNN,广州白云国际机场-西宁曹家堡机场
TEN,HAK,KN5825,,TENHAK,,MF1029,CANXNN,,,,MF1029,CANXNN,广州白云国际机场-西宁曹家堡机场
TEN,HET,HU7203,,TENHET,,CA3483,CANXNN,,,,CA3483,CANXNN,广州白云国际机场-西宁曹家堡机场
TEN,KWE,G52642,,TENKWE,,CZ3249,CANXNN,,,,CZ3249,CANXNN,广州白云国际机场-西宁曹家堡机场
TEN,KWE,G52658,,TENKWE,,CZ3129,CANXNN,,,,CZ3129,CANXNN,广州白云国际机场-西宁曹家堡机场
TEN,KWE,G52706,,TENKWE,,ZH9105,CANXNN,,,,ZH9105,CANXNN,广州白云国际机场-西宁曹家堡机场
TEN,KWE,GY7136,,TENKWE,,MU4671,CANXNN,,,,MU4671,CANXNN,广州白云国际机场-西宁曹家堡机场
TEN,NAY,KN5826,,TENNAY,,CZ6664,INCSHE,,,,CZ6664,INCSHE,银川河东机场-沈阳桃仙国际机场
TEN,NGB,GY7135,,TENNGB,,G55148,INCSHE,,,,G55148,INCSHE,银川河东机场-沈阳桃仙国际机场
TEN,NKG,MU2874,,TENNKG,,MF4238,INCSHE,,,,MF4238,INCSHE,银川河东机场-沈阳桃仙国际机场
TEN,PEK,CZ3993,,TENPEK,,GX8827,KWEHET,,,,GX8827,KWEHET,贵阳龙洞堡国际机场-呼和浩特白塔机场
TEN,PEK,HU7186,,TENPEK,,PN6281,CGOJJN,,,,PN6281,CGOJJN,郑州新郑国际机场-泉州晋江机场
TEN,PVG,MU9713,,TENPVG,,CZ6539,DYGPEK,,,,CZ6539,DYGPEK,张家界荷花机场-北京首都国际机场
TEN,SHA,G52877C,,TENSHA,,CZ6599,DYGPEK,,,,CZ6599,DYGPEK,张家界荷花机场-北京首都国际机场
TEN,SJW,HU7525,,TENSJW,,MU4427,DYGPEK,,,,MU4427,DYGPEK,张家界荷花机场-北京首都国际机场
TEN,SYX,9H8301,,TENSYX,,CA1360,DYGPEK,,,,CA1360,DYGPEK,张家界荷花机场-北京首都国际机场
TEN,SZX,HU7204,,TENSZX,,ZH1360,DYGPEK,,,,ZH1360,DYGPEK,张家界荷花机场-北京首都国际机场
TEN,SZX,HU7236,,TENSZX,,SC1360,DYGPEK,,,,SC1360,DYGPEK,张家界荷花机场-北京首都国际机场
TEN,TSN,G52922N,,TENTSN,,MF4197,DYGPEK,,,,MF4197,DYGPEK,张家界荷花机场-北京首都国际机场
TEN,WUH,HU7186,,TENWUH,,MU3765,NAYJGN,,,,MU3765,NAYJGN,北京南苑机场-嘉峪关机场
TEN,XIY,9H8302,,TENXIY,,KN5655,NAYJGN,,,,KN5655,NAYJGN,北京南苑机场-嘉峪关机场
TEN,XIY,9H8398,,TENXIY,,FM9185,SHASHE,,,,FM9185,SHASHE,上海虹桥国际机场-沈阳桃仙国际机场
TEN,XMN,9H8397,,TENXMN,,MU9185,SHASHE,,,,MU9185,SHASHE,上海虹桥国际机场-沈阳桃仙国际机场
TGO,CAN,CZ3198,,TGOCAN,,MU5607,SHASHE,,,,MU5607,SHASHE,上海虹桥国际机场-沈阳桃仙国际机场
TGO,HET,CA1688,,TGOHET,,MU9736,WUHDLU,,,,MU9736,WUHDLU,武汉天河国际机场-大理荒草坝机场
TGO,HET,CZ3198,,TGOHET,,MU8557,FOCTYN,,,,MU8557,FOCTYN,福州长乐国际机场-太原武宿国际机场
TGO,HET,G52684,,TGOHET,,MU8543,FOCTYN,,,,MU8543,FOCTYN,福州长乐国际机场-太原武宿国际机场
TGO,HET,G52840,,TGOHET,,MF8161,FOCTYN,,,,MF8161,FOCTYN,福州长乐国际机场-太原武宿国际机场
TGO,HET,G52850,,TGOHET,,MF8135,FOCTYN,,,,MF8135,FOCTYN,福州长乐国际机场-太原武宿国际机场
TGO,HET,G52852,,TGOHET,,HU7334,FOCTYN,,,,HU7334,FOCTYN,福州长乐国际机场-太原武宿国际机场
TGO,HET,G52854,,TGOHET,,NS8135,FOCTYN,,,,NS8135,FOCTYN,福州长乐国际机场-太原武宿国际机场
TGO,HET,GS6670,,TGOHET,,NS8161,FOCTYN,,,,NS8161,FOCTYN,福州长乐国际机场-太原武宿国际机场
TGO,HET,GS6672,,TGOHET,,FU6517,FOCTYN,,,,FU6517,FOCTYN,福州长乐国际机场-太原武宿国际机场
TGO,HET,GS6674,,TGOHET,,FU6585,FOCTYN,,,,FU6585,FOCTYN,福州长乐国际机场-太原武宿国际机场
TGO,HGH,GJ8754,,TGOHGH,,MF3028,FOCTYN,,,,MF3028,FOCTYN,福州长乐国际机场-太原武宿国际机场
TGO,HLD,9H8399,,TGOHLD,,MU5400,FOCTYN,,,,MU5400,FOCTYN,福州长乐国际机场-太原武宿国际机场
TGO,HLD,HO1237,,TGOHLD,,CZ5103,FOCTYN,,,,CZ5103,FOCTYN,福州长乐国际机场-太原武宿国际机场
TGO,HRB,FM9547,,TGOHRB,,CZ5081,FOCTYN,,,,CZ5081,FOCTYN,福州长乐国际机场-太原武宿国际机场
TGO,HRB,GJ8753,,TGOHRB,,MF1960,SYXXIY,,,,MF1960,SYXXIY,三亚凤凰国际机场-西安咸阳国际机场
TGO,NAY,KN2918,,TGONAY,,CZ9096,SYXXIY,,,,CZ9096,SYXXIY,三亚凤凰国际机场-西安咸阳国际机场
TGO,PEK,CA1124,,TGOPEK,,MU2332,SYXXIY,,,,MU2332,SYXXIY,三亚凤凰国际机场-西安咸阳国际机场
TGO,PVG,HO1238,,TGOPVG,,MU2140,SYXXIY,,,,MU2140,SYXXIY,三亚凤凰国际机场-西安咸阳国际机场
TGO,TSN,GS7834,,TGOTSN,,G55093,SYXXIY,,,,G55093,SYXXIY,三亚凤凰国际机场-西安咸阳国际机场
TGO,XIY,9H8400,,TGOXIY,,KY9680,SYXXIY,,,,KY9680,SYXXIY,三亚凤凰国际机场-西安咸阳国际机场
THQ,CKG,G52782,,THQCKG,,HU7054,SYXXIY,,,,HU7054,SYXXIY,三亚凤凰国际机场-西安咸阳国际机场
THQ,TSN,G52906,,THQTSN,,G52920,SYXXIY,,,,G52920,SYXXIY,三亚凤凰国际机场-西安咸阳国际机场
TLQ,CGO,FM9390,,TLQCGO,,GS7546,SYXXIY,,,,GS7546,SYXXIY,三亚凤凰国际机场-西安咸阳国际机场
TLQ,CSX,CZ6178,,TLQCSX,,HU7897,SYXXIY,,,,HU7897,SYXXIY,三亚凤凰国际机场-西安咸阳国际机场
TLQ,CTU,3U8156,,TLQCTU,,ZH9680,SYXXIY,,,,ZH9680,SYXXIY,三亚凤凰国际机场-西安咸阳国际机场
TLQ,PEK,CA1230,,TLQPEK,,JR2332,SYXXIY,,,,JR2332,SYXXIY,三亚凤凰国际机场-西安咸阳国际机场
TLQ,PVG,FM9390,,TLQPVG,,3U8512,SYXXIY,,,,3U8512,SYXXIY,三亚凤凰国际机场-西安咸阳国际机场
TNA,BHY,SC8009,,TNABHY,,JD5708,SYXXIY,,,,JD5708,SYXXIY,三亚凤凰国际机场-西安咸阳国际机场
TNA,CAN,CA1171,,TNACAN,,JD5514,SYXXIY,,,,JD5514,SYXXIY,三亚凤凰国际机场-西安咸阳国际机场
TNA,CAN,CZ3510,,TNACAN,,CA3418,SYXXIY,,,,CA3418,SYXXIY,三亚凤凰国际机场-西安咸阳国际机场
TNA,CAN,CZ3708,,TNACAN,,JD5175,SYXXIY,,,,JD5175,SYXXIY,三亚凤凰国际机场-西安咸阳国际机场
TNA,CAN,CZ3712,,TNACAN,,JR2140,SYXXIY,,,,JR2140,SYXXIY,三亚凤凰国际机场-西安咸阳国际机场
TNA,CAN,MU5259,,TNACAN,,CZ6319,SYXXIY,,,,CZ6319,SYXXIY,三亚凤凰国际机场-西安咸阳国际机场
TNA,CAN,SC1169,,TNACAN,,CZ6585,SYXXIY,,,,CZ6585,SYXXIY,三亚凤凰国际机场-西安咸阳国际机场
TNA,CAN,SC1171,,TNACAN,,SC4381,CKGWUH,,,,SC4381,CKGWUH,重庆江北国际机场-武汉天河国际机场
TNA,CAN,SC9974,,TNACAN,,MF1939,CKGWUH,,,,MF1939,CKGWUH,重庆江北国际机场-武汉天河国际机场
TNA,CAN,ZH9972,,TNACAN,,MU9560,CKGWUH,,,,MU9560,CKGWUH,重庆江北国际机场-武汉天河国际机场
TNA,CAN,ZH9974,,TNACAN,,MF1849,CKGWUH,,,,MF1849,CKGWUH,重庆江北国际机场-武汉天河国际机场
TNA,CAN,ZH9976,,TNACAN,,ZH4381,CKGWUH,,,,ZH4381,CKGWUH,重庆江北国际机场-武汉天河国际机场
TNA,CGD,CZ3774,,TNACGD,,MF5025,CKGWUH,,,,MF5025,CKGWUH,重庆江北国际机场-武汉天河国际机场
TNA,CGQ,3U8799,,TNACGQ,,CZ5310,CKGWUH,,,,CZ5310,CKGWUH,重庆江北国际机场-武汉天河国际机场
TNA,CGQ,CZ6668,,TNACGQ,,CZ5388,CKGWUH,,,,CZ5388,CKGWUH,重庆江北国际机场-武汉天河国际机场
TNA,CGQ,HU1545,,TNACGQ,,G54221,CKGWUH,,,,G54221,CKGWUH,重庆江北国际机场-武汉天河国际机场
TNA,CGQ,MU5279,,TNACGQ,,NS8484,CKGWUH,,,,NS8484,CKGWUH,重庆江北国际机场-武汉天河国际机场
TNA,CGQ,SC4767,,TNACGQ,,3U8795,CKGWUH,,,,3U8795,CKGWUH,重庆江北国际机场-武汉天河国际机场
